municipality,municipality code,year,gender,age,ethnicity,education,income,income observations,days in hospital,days in hospital observations,number of hospitalizations,number of hospitalizations observations
Rødovre,175,2012,Women,30-39,Danish,No higher education,222657.534,896.0,0.452,934.0,0.17,934.0
Rødovre,175,2012,Women,30-39,Immigrants and descendants,Higher education,178633.108,273.0,0.314,118.0,0.153,118.0
Rødovre,175,2012,Women,30-39,Immigrants and descendants,No higher education,244374.386,107.0,0.319,285.0,0.151,285.0
Rødovre,175,2012,Women,30-39,Non-western immigrants and descendants,Higher education,236026.961,79.0,0.31,87.0,0.126,87.0
Rødovre,175,2012,Women,30-39,Non-western immigrants and descendants,No higher education,173387.066,252.0,0.335,263.0,0.152,263.0
Rødovre,175,2012,Women,40-49,Danish,Higher education,297528.931,762.0,0.188,781.0,0.082,781.0
Rødovre,175,2012,Women,40-49,Danish,No higher education,250131.74,1377.0,0.567,1431.0,0.192,1431.0
Rødovre,175,2012,Women,40-49,Immigrants and descendants,Higher education,263295.205,73.0,1.368,76.0,0.263,76.0
Rødovre,175,2012,Women,40-49,Immigrants and descendants,No higher education,196456.82,175.0,0.539,180.0,0.222,180.0
Rødovre,175,2012,Women,40-49,Non-western immigrants and descendants,Higher education,284350.078,1489.0,1.96,50.0,0.36,50.0
Rødovre,175,2012,Women,40-49,Non-western immigrants and descendants,No higher education,194682.915,157.0,0.595,158.0,0.234,158.0
Rødovre,175,2012,Women,50-59,Danish,Higher education,218319.631,115.0,0.451,665.0,0.138,665.0
Rødovre,175,2012,Women,50-59,Danish,No higher education,339686.309,642.0,0.805,1519.0,0.221,1519.0
Rødovre,175,2012,Women,50-59,Immigrants and descendants,Higher education,205127.16,92.0,0.14,57.0,0.105,57.0
Rødovre,175,2012,Women,50-59,Immigrants and descendants,No higher education,248471.344,54.0,0.246,114.0,0.158,114.0
Rødovre,175,2012,Women,50-59,Non-western immigrants and descendants,Higher education,,,,,,
Rødovre,175,2012,Women,50-59,Non-western immigrants and descendants,No higher education,,,0.242,91.0,0.165,91.0
Rødovre,175,2012,Women,60-65,Danish,Higher education,323185.066,293.0,1.38,756.0,0.31,756.0
Rødovre,175,2012,Women,60-65,Danish,No higher education,256773.971,849.0,2.244,4159.0,0.421,4159.0
Rødovre,175,2012,Women,60-65,Immigrants and descendants,Higher education,,,,,,
Rødovre,175,2012,Women,60-65,Immigrants and descendants,No higher education,,,1.932,147.0,0.483,147.0
Rødovre,175,2012,Women,60-65,Non-western immigrants and descendants,Higher education,,,,,,
Rødovre,175,2012,Women,60-65,Non-western immigrants and descendants,No higher education,,,,,,
Rødovre,175,2013,Men,18-29,Danish,Higher education,,,0.079,152.0,0.039,152.0
Rødovre,175,2013,Men,18-29,Danish,No higher education,,,0.17,1966.0,0.085,1966.0
Rødovre,175,2013,Men,18-29,Immigrants and descendants,Higher education,,,0.132,53.0,0.075,53.0
Rødovre,175,2013,Men,18-29,Immigrants and descendants,No higher education,,,0.174,448.0,0.074,448.0
Rødovre,175,2013,Men,18-29,Non-western immigrants and descendants,Higher education,,,,,,
Rødovre,175,2013,Men,18-29,Non-western immigrants and descendants,No higher education,,,0.154,422.0,0.073,422.0
Rødovre,175,2013,Men,30-39,Danish,Higher education,301524.501,620.0,0.152,645.0,0.053,645.0
Rødovre,175,2013,Men,30-39,Danish,No higher education,225281.664,1129.0,0.245,1194.0,0.088,1194.0
Rødovre,175,2013,Men,30-39,Immigrants and descendants,Higher education,222819.474,84.0,0.095,105.0,0.057,105.0
Rødovre,175,2013,Men,30-39,Immigrants and descendants,No higher education,183994.917,220.0,0.196,240.0,0.117,240.0
Rødovre,175,2013,Men,30-39,Non-western immigrants and descendants,Higher education,216060.402,65.0,0.122,82.0,0.073,82.0
Rødovre,175,2013,Men,30-39,Non-western immigrants and descendants,No higher education,182227.186,204.0,0.196,225.0,0.116,225.0
Rødovre,175,2013,Men,40-49,Danish,Higher education,332607.629,591.0,0.182,621.0,0.082,621.0
Rødovre,175,2013,Men,40-49,Danish,No higher education,254688.33,1416.0,0.48,1507.0,0.142,1507.0
Rødovre,175,2013,Men,40-49,Immigrants and descendants,Higher education,231860.184,91.0,0.51,100.0,0.16,100.0
Rødovre,175,2013,Men,40-49,Immigrants and descendants,No higher education,189182.453,149.0,0.17,176.0,0.102,176.0
Rødovre,175,2013,Men,40-49,Non-western immigrants and descendants,Higher education,211804.082,73.0,0.612,80.0,0.188,80.0
Rødovre,175,2013,Men,40-49,Non-western immigrants and descendants,No higher education,180163.647,132.0,0.187,155.0,0.11,155.0
Rødovre,175,2013,Men,50-59,Danish,Higher education,371859.021,435.0,0.336,459.0,0.113,459.0
Rødovre,175,2013,Men,50-59,Danish,No higher education,289701.602,1549.0,0.769,1671.0,0.2,1671.0
Rødovre,175,2013,Men,50-59,Immigrants and descendants,Higher education,243220.181,74.0,0.823,79.0,0.228,79.0
Rødovre,175,2013,Men,50-59,Immigrants and descendants,No higher education,215517.404,110.0,1.079,126.0,0.341,126.0
Rødovre,175,2013,Men,50-59,Non-western immigrants and descendants,Higher education,223953.01,56.0,1.017,59.0,0.22,59.0
Rødovre,175,2013,Men,50-59,Non-western immigrants and descendants,No higher education,195517.291,79.0,1.108,93.0,0.387,93.0
Rødovre,175,2013,Men,60-65,Danish,Higher education,367079.514,264.0,2.03,741.0,0.355,741.0
Rødovre,175,2013,Men,60-65,Danish,No higher education,274946.632,754.0,2.816,2924.0,0.545,2924.0
Rødovre,175,2013,Men,60-65,Immigrants and descendants,Higher education,,,2.262,61.0,0.393,61.0
Rødovre,175,2013,Men,60-65,Immigrants and descendants,No higher education,,,1.356,135.0,0.467,135.0
Rødovre,175,2013,Men,60-65,Non-western immigrants and descendants,Higher education,,,,,,
Rødovre,175,2013,Men,60-65,Non-western immigrants and descendants,No higher education,,,0.59,78.0,0.205,78.0
Rødovre,175,2013,Women,18-29,Danish,Higher education,,,0.205,224.0,0.085,224.0
Rødovre,175,2013,Women,18-29,Danish,No higher education,,,0.433,1742.0,0.173,1742.0
Rødovre,175,2013,Women,18-29,Immigrants and descendants,Higher education,,,0.292,65.0,0.154,65.0
Rødovre,175,2013,Women,18-29,Immigrants and descendants,No higher education,,,0.332,346.0,0.162,346.0
Rødovre,175,2013,Women,18-29,Non-western immigrants and descendants,Higher education,,,0.321,53.0,0.17,53.0
Rødovre,175,2013,Women,18-29,Non-western immigrants and descendants,No higher education,,,0.331,326.0,0.16,326.0
Rødovre,175,2013,Women,30-39,Danish,Higher education,296679.713,823.0,0.405,834.0,0.171,834.0
Rødovre,175,2013,Women,30-39,Danish,No higher education,221995.875,889.0,0.695,927.0,0.238,927.0
Rødovre,175,2013,Women,30-39,Immigrants and descendants,Higher education,178092.549,270.0,0.261,134.0,0.104,134.0
Rødovre,175,2013,Women,30-39,Immigrants and descendants,No higher education,241585.865,130.0,0.343,280.0,0.15,280.0
Rødovre,175,2013,Women,30-39,Non-western immigrants and descendants,Higher education,225915.917,91.0,0.284,95.0,0.105,95.0
Rødovre,175,2013,Women,30-39,Non-western immigrants and descendants,No higher education,173559.312,249.0,0.326,258.0,0.143,258.0
Rødovre,175,2013,Women,40-49,Danish,Higher education,304060.492,803.0,0.212,820.0,0.099,820.0
Rødovre,175,2013,Women,40-49,Danish,No higher education,254759.819,1295.0,0.693,1337.0,0.207,1337.0
Rødovre,175,2013,Women,40-49,Immigrants and descendants,Higher education,271763.51,76.0,0.108,83.0,0.084,83.0
Rødovre,175,2013,Women,40-49,Immigrants and descendants,No higher education,190878.3,188.0,1.342,193.0,0.275,193.0
Rødovre,175,2013,Women,40-49,Non-western immigrants and descendants,Higher education,289164.522,1495.0,0.153,59.0,0.119,59.0
Rødovre,175,2013,Women,40-49,Non-western immigrants and descendants,No higher education,187864.26,169.0,1.471,172.0,0.291,172.0
Rødovre,175,2013,Women,50-59,Danish,Higher education,224520.666,127.0,0.641,674.0,0.162,674.0
Rødovre,175,2013,Women,50-59,Danish,No higher education,348796.325,650.0,0.722,1533.0,0.201,1533.0
Rødovre,175,2013,Women,50-59,Immigrants and descendants,Higher education,215546.615,104.0,0.111,54.0,0.074,54.0
Rødovre,175,2013,Women,50-59,Immigrants and descendants,No higher education,252876.506,52.0,0.346,127.0,0.189,127.0
Rødovre,175,2013,Women,50-59,Non-western immigrants and descendants,Higher education,260526.564,55.0,,,,
Rødovre,175,2013,Women,50-59,Non-western immigrants and descendants,No higher education,,,0.365,104.0,0.202,104.0
Rødovre,175,2013,Women,60-65,Danish,Higher education,335307.995,303.0,1.257,795.0,0.273,795.0
Rødovre,175,2013,Women,60-65,Danish,No higher education,260873.892,804.0,2.535,4139.0,0.473,4139.0
Rødovre,175,2013,Women,60-65,Immigrants and descendants,Higher education,,,,,,
Rødovre,175,2013,Women,60-65,Immigrants and descendants,No higher education,,,2.755,147.0,0.49,147.0
Rødovre,175,2013,Women,60-65,Non-western immigrants and descendants,Higher education,,,,,,
Rødovre,175,2013,Women,60-65,Non-western immigrants and descendants,No higher education,,,,,,
Rødovre,175,2014,Men,18-29,Danish,Higher education,,,0.036,169.0,0.024,169.0
Rødovre,175,2014,Men,18-29,Danish,No higher education,,,0.158,1909.0,0.074,1909.0
Rødovre,175,2014,Men,18-29,Immigrants and descendants,Higher education,,,0.072,69.0,0.029,69.0
Rødovre,175,2014,Men,18-29,Immigrants and descendants,No higher education,,,0.5,440.0,0.08,440.0
Rødovre,175,2014,Men,18-29,Non-western immigrants and descendants,Higher education,,,0.098,51.0,0.039,51.0
Rødovre,175,2014,Men,18-29,Non-western immigrants and descendants,No higher education,,,0.502,404.0,0.074,404.0
Rødovre,175,2014,Men,30-39,Danish,Higher education,303940.736,592.0,0.129,614.0,0.059,614.0
Rødovre,175,2014,Men,30-39,Danish,No higher education,225704.336,1140.0,0.283,1212.0,0.112,1212.0
Rødovre,175,2014,Men,30-39,Immigrants and descendants,Higher education,228378.548,109.0,0.098,123.0,0.081,123.0
Rødovre,175,2014,Men,30-39,Immigrants and descendants,No higher education,181071.485,237.0,0.189,264.0,0.11,264.0
Rødovre,175,2014,Men,30-39,Non-western immigrants and descendants,Higher education,221054.992,87.0,0.116,95.0,0.095,95.0
Rødovre,175,2014,Men,30-39,Non-western immigrants and descendants,No higher education,176924.939,219.0,0.147,245.0,0.102,245.0
Rødovre,175,2014,Men,40-49,Danish,Higher education,340486.06,628.0,0.268,667.0,0.084,667.0
Rødovre,175,2014,Men,40-49,Danish,No higher education,261550.492,1348.0,0.435,1434.0,0.147,1434.0
Rødovre,175,2014,Men,40-49,Immigrants and descendants,Higher education,243765.953,84.0,0.138,94.0,0.096,94.0
Rødovre,175,2014,Men,40-49,Immigrants and descendants,No higher education,194766.695,160.0,0.295,183.0,0.087,183.0
Rødovre,175,2014,Men,40-49,Non-western immigrants and descendants,Higher education,214092.282,64.0,0.125,72.0,0.069,72.0
Rødovre,175,2014,Men,40-49,Non-western immigrants and descendants,No higher education,188405.774,141.0,0.331,163.0,0.098,163.0
Rødovre,175,2014,Men,50-59,Danish,Higher education,382213.074,437.0,0.456,456.0,0.129,456.0
Rødovre,175,2014,Men,50-59,Danish,No higher education,293368.597,1583.0,0.853,1702.0,0.246,1702.0
Rødovre,175,2014,Men,50-59,Immigrants and descendants,Higher education,254661.344,92.0,0.434,99.0,0.152,99.0
Rødovre,175,2014,Men,50-59,Immigrants and descendants,No higher education,222513.795,112.0,1.305,131.0,0.298,131.0
Rødovre,175,2014,Men,50-59,Non-western immigrants and descendants,Higher education,232890.152,73.0,0.397,78.0,0.128,78.0
Rødovre,175,2014,Men,50-59,Non-western immigrants and descendants,No higher education,203129.289,82.0,1.45,100.0,0.33,100.0
Rødovre,175,2014,Men,60-65,Danish,Higher education,371642.396,257.0,1.646,755.0,0.351,755.0
Rødovre,175,2014,Men,60-65,Danish,No higher education,284588.478,727.0,2.961,2911.0,0.585,2911.0
Rødovre,175,2014,Men,60-65,Immigrants and descendants,Higher education,,,2.574,61.0,0.361,61.0
Rødovre,175,2014,Men,60-65,Immigrants and descendants,No higher education,,,1.599,147.0,0.469,147.0
Rødovre,175,2014,Men,60-65,Non-western immigrants and descendants,Higher education,,,,,,
Rødovre,175,2014,Men,60-65,Non-western immigrants and descendants,No higher education,,,1.643,84.0,0.369,84.0
Rødovre,175,2014,Women,18-29,Danish,Higher education,,,0.402,249.0,0.165,249.0
Rødovre,175,2014,Women,18-29,Danish,No higher education,,,0.502,1752.0,0.213,1752.0
Rødovre,175,2014,Women,18-29,Immigrants and descendants,Higher education,,,0.215,93.0,0.14,93.0
Rødovre,175,2014,Women,18-29,Immigrants and descendants,No higher education,,,0.349,358.0,0.176,358.0
Rødovre,175,2014,Women,18-29,Non-western immigrants and descendants,Higher education,,,0.208,72.0,0.139,72.0
Rødovre,175,2014,Women,18-29,Non-western immigrants and descendants,No higher education,,,0.375,331.0,0.187,331.0
Rødovre,175,2014,Women,30-39,Danish,Higher education,294375.793,829.0,0.241,843.0,0.122,843.0
Rødovre,175,2014,Women,30-39,Danish,No higher education,226157.546,853.0,0.565,890.0,0.22,890.0
Rødovre,175,2014,Women,30-39,Immigrants and descendants,Higher education,183056.389,272.0,0.6,145.0,0.186,145.0
Rødovre,175,2014,Women,30-39,Immigrants and descendants,No higher education,236406.952,138.0,0.631,282.0,0.227,282.0
Rødovre,175,2014,Women,30-39,Non-western immigrants and descendants,Higher education,224587.127,103.0,0.697,109.0,0.211,109.0
Rødovre,175,2014,Women,30-39,Non-western immigrants and descendants,No higher education,178763.692,251.0,0.631,260.0,0.219,260.0
Rødovre,175,2014,Women,40-49,Danish,Higher education,316841.3,828.0,0.232,844.0,0.098,844.0
Rødovre,175,2014,Women,40-49,Danish,No higher education,258546.772,1230.0,0.478,1274.0,0.181,1274.0
Rødovre,175,2014,Women,40-49,Immigrants and descendants,Higher education,270627.551,79.0,0.226,84.0,0.083,84.0
Rødovre,175,2014,Women,40-49,Immigrants and descendants,No higher education,205519.668,194.0,0.384,203.0,0.207,203.0
Rødovre,175,2014,Women,40-49,Non-western immigrants and descendants,Higher education,292593.702,1508.0,0.3,60.0,0.1,60.0
Rødovre,175,2014,Women,40-49,Non-western immigrants and descendants,No higher education,202872.299,177.0,0.401,182.0,0.209,182.0
Rødovre,175,2014,Women,50-59,Danish,Higher education,233177.865,125.0,0.595,696.0,0.149,696.0
Rødovre,175,2014,Women,50-59,Danish,No higher education,355120.289,672.0,0.899,1543.0,0.251,1543.0
Rødovre,175,2014,Women,50-59,Immigrants and descendants,Higher education,220999.565,103.0,0.25,64.0,0.125,64.0
Rødovre,175,2014,Women,50-59,Immigrants and descendants,No higher education,265757.863,60.0,0.767,129.0,0.31,129.0
Rødovre,175,2014,Women,50-59,Non-western immigrants and descendants,Higher education,257681.478,57.0,,,,
Rødovre,175,2014,Women,50-59,Non-western immigrants and descendants,No higher education,,,0.869,107.0,0.346,107.0
Rødovre,175,2014,Women,60-65,Danish,Higher education,331090.494,315.0,1.541,848.0,0.317,848.0
Rødovre,175,2014,Women,60-65,Danish,No higher education,264490.94,802.0,2.576,4139.0,0.482,4139.0
Rødovre,175,2014,Women,60-65,Immigrants and descendants,Higher education,,,0.275,51.0,0.137,51.0
Rødovre,175,2014,Women,60-65,Immigrants and descendants,No higher education,,,2.493,152.0,0.447,152.0
Rødovre,175,2014,Women,60-65,Non-western immigrants and descendants,Higher education,,,,,,
Rødovre,175,2014,Women,60-65,Non-western immigrants and descendants,No higher education,,,,,,
Rødovre,175,2015,Men,18-29,Danish,Higher education,,,0.038,160.0,0.031,160.0
Rødovre,175,2015,Men,18-29,Danish,No higher education,,,0.241,1924.0,0.091,1924.0
Rødovre,175,2015,Men,18-29,Immigrants and descendants,Higher education,,,0.164,73.0,0.11,73.0
Rødovre,175,2015,Men,18-29,Immigrants and descendants,No higher education,,,0.192,437.0,0.082,437.0
Rødovre,175,2015,Men,18-29,Non-western immigrants and descendants,Higher education,,,0.222,54.0,0.148,54.0
Rødovre,175,2015,Men,18-29,Non-western immigrants and descendants,No higher education,,,0.207,397.0,0.088,397.0
Rødovre,175,2015,Men,30-39,Danish,Higher education,305971.574,598.0,0.339,622.0,0.108,622.0
Rødovre,175,2015,Men,30-39,Danish,No higher education,228546.985,1096.0,0.364,1170.0,0.1,1170.0
Rødovre,175,2015,Men,30-39,Immigrants and descendants,Higher education,239712.404,130.0,0.155,148.0,0.101,148.0
Rødovre,175,2015,Men,30-39,Immigrants and descendants,No higher education,184229.674,257.0,0.44,277.0,0.137,277.0
Rødovre,175,2015,Men,30-39,Non-western immigrants and descendants,Higher education,238509.848,102.0,0.184,114.0,0.123,114.0
Rødovre,175,2015,Men,30-39,Non-western immigrants and descendants,No higher education,181310.043,235.0,0.48,254.0,0.15,254.0
Rødovre,175,2015,Men,40-49,Danish,Higher education,352682.112,659.0,0.25,692.0,0.107,692.0
Rødovre,175,2015,Men,40-49,Danish,No higher education,265089.265,1309.0,0.693,1403.0,0.172,1403.0
Rødovre,175,2015,Men,40-49,Immigrants and descendants,Higher education,253153.868,86.0,0.2,95.0,0.063,95.0
Rødovre,175,2015,Men,40-49,Immigrants and descendants,No higher education,200491.563,158.0,0.342,187.0,0.155,187.0
Rødovre,175,2015,Men,40-49,Non-western immigrants and descendants,Higher education,220947.133,63.0,0.257,70.0,0.071,70.0
Rødovre,175,2015,Men,40-49,Non-western immigrants and descendants,No higher education,194754.252,143.0,0.298,168.0,0.131,168.0
Rødovre,175,2015,Men,50-59,Danish,Higher education,389807.709,454.0,0.705,482.0,0.178,482.0
Rødovre,175,2015,Men,50-59,Danish,No higher education,300611.29,1537.0,0.959,1664.0,0.255,1664.0
Rødovre,175,2015,Men,50-59,Immigrants and descendants,Higher education,262008.298,86.0,0.8,100.0,0.19,100.0
Rødovre,175,2015,Men,50-59,Immigrants and descendants,No higher education,228818.534,122.0,0.757,140.0,0.286,140.0
Rødovre,175,2015,Men,50-59,Non-western immigrants and descendants,Higher education,243684.384,67.0,0.938,80.0,0.212,80.0
Rødovre,175,2015,Men,50-59,Non-western immigrants and descendants,No higher education,210617.259,92.0,0.826,109.0,0.321,109.0
Rødovre,175,2015,Men,60-65,Danish,Higher education,383007.758,246.0,2.079,773.0,0.444,773.0
Rødovre,175,2015,Men,60-65,Danish,No higher education,292773.125,766.0,2.564,2929.0,0.525,2929.0
Rødovre,175,2015,Men,60-65,Immigrants and descendants,Higher education,,,2.714,70.0,0.414,70.0
Rødovre,175,2015,Men,60-65,Immigrants and descendants,No higher education,,,1.158,152.0,0.309,152.0
Rødovre,175,2015,Men,60-65,Non-western immigrants and descendants,Higher education,,,,,,
Rødovre,175,2015,Men,60-65,Non-western immigrants and descendants,No higher education,,,1.202,89.0,0.258,89.0
Rødovre,175,2015,Women,18-29,Danish,Higher education,,,0.35,234.0,0.145,234.0
Rødovre,175,2015,Women,18-29,Danish,No higher education,,,0.314,1700.0,0.172,1700.0
Rødovre,175,2015,Women,18-29,Immigrants and descendants,Higher education,,,0.282,110.0,0.155,110.0
Rødovre,175,2015,Women,18-29,Immigrants and descendants,No higher education,,,0.615,382.0,0.283,382.0
Rødovre,175,2015,Women,18-29,Non-western immigrants and descendants,Higher education,,,0.231,78.0,0.154,78.0
Rødovre,175,2015,Women,18-29,Non-western immigrants and descendants,No higher education,,,0.652,356.0,0.295,356.0
Rødovre,175,2015,Women,30-39,Danish,Higher education,297408.44,837.0,0.278,854.0,0.139,854.0
Rødovre,175,2015,Women,30-39,Danish,No higher education,225227.136,847.0,0.629,877.0,0.235,877.0
Rødovre,175,2015,Women,30-39,Immigrants and descendants,Higher education,187757.6,287.0,0.282,170.0,0.141,170.0
Rødovre,175,2015,Women,30-39,Immigrants and descendants,No higher education,240054.333,166.0,0.805,298.0,0.322,298.0
Rødovre,175,2015,Women,30-39,Non-western immigrants and descendants,Higher education,229667.719,128.0,0.333,132.0,0.159,132.0
Rødovre,175,2015,Women,30-39,Non-western immigrants and descendants,No higher education,185047.252,265.0,0.833,275.0,0.324,275.0
Rødovre,175,2015,Women,40-49,Danish,Higher education,322748.18,860.0,0.234,880.0,0.097,880.0
Rødovre,175,2015,Women,40-49,Danish,No higher education,260524.668,1141.0,0.786,1188.0,0.203,1188.0
Rødovre,175,2015,Women,40-49,Immigrants and descendants,Higher education,276279.855,85.0,0.151,93.0,0.118,93.0
Rødovre,175,2015,Women,40-49,Immigrants and descendants,No higher education,210495.619,203.0,0.336,214.0,0.164,214.0
Rødovre,175,2015,Women,40-49,Non-western immigrants and descendants,Higher education,298209.617,1514.0,0.209,67.0,0.164,67.0
Rødovre,175,2015,Women,40-49,Non-western immigrants and descendants,No higher education,204620.634,181.0,0.332,190.0,0.163,190.0
Rødovre,175,2015,Women,50-59,Danish,Higher education,221886.739,131.0,0.47,690.0,0.142,690.0
Rødovre,175,2015,Women,50-59,Danish,No higher education,365623.197,673.0,0.729,1560.0,0.21,1560.0
Rødovre,175,2015,Women,50-59,Immigrants and descendants,Higher education,210197.183,111.0,0.279,61.0,0.115,61.0
Rødovre,175,2015,Women,50-59,Immigrants and descendants,No higher education,281732.098,58.0,0.626,131.0,0.137,131.0
Rødovre,175,2015,Women,50-59,Non-western immigrants and descendants,Higher education,261964.964,62.0,,,,
Rødovre,175,2015,Women,50-59,Non-western immigrants and descendants,No higher education,,,0.73,111.0,0.153,111.0
Rødovre,175,2015,Women,60-65,Danish,Higher education,334733.629,337.0,2.085,908.0,0.387,908.0
Rødovre,175,2015,Women,60-65,Danish,No higher education,278795.437,786.0,2.46,4097.0,0.468,4097.0
Rødovre,175,2015,Women,60-65,Immigrants and descendants,Higher education,,,1.056,54.0,0.278,54.0
Rødovre,175,2015,Women,60-65,Immigrants and descendants,No higher education,,,1.686,153.0,0.333,153.0
Rødovre,175,2015,Women,60-65,Non-western immigrants and descendants,Higher education,,,,,,
Rødovre,175,2015,Women,60-65,Non-western immigrants and descendants,No higher education,,,1.538,52.0,0.308,52.0
Rødovre,175,2016,Men,18-29,Danish,Higher education,,,0.103,184.0,0.054,184.0
Rødovre,175,2016,Men,18-29,Danish,No higher education,,,0.301,1919.0,0.08,1919.0
Rødovre,175,2016,Men,18-29,Immigrants and descendants,Higher education,,,0.141,71.0,0.113,71.0
Rødovre,175,2016,Men,18-29,Immigrants and descendants,No higher education,,,0.44,452.0,0.1,452.0
Rødovre,175,2016,Men,18-29,Non-western immigrants and descendants,Higher education,,,0.148,54.0,0.13,54.0
Rødovre,175,2016,Men,18-29,Non-western immigrants and descendants,No higher education,,,0.478,408.0,0.105,408.0
Rødovre,175,2016,Men,30-39,Danish,Higher education,311022.583,575.0,0.139,595.0,0.045,595.0
Rødovre,175,2016,Men,30-39,Danish,No higher education,233507.394,1066.0,0.409,1133.0,0.123,1133.0
Rødovre,175,2016,Men,30-39,Immigrants and descendants,Higher education,241606.746,156.0,0.075,186.0,0.032,186.0
Rødovre,175,2016,Men,30-39,Immigrants and descendants,No higher education,179465.197,239.0,0.148,270.0,0.093,270.0
Rødovre,175,2016,Men,30-39,Non-western immigrants and descendants,Higher education,250602.002,119.0,0.096,135.0,0.037,135.0
Rødovre,175,2016,Men,30-39,Non-western immigrants and descendants,No higher education,179539.008,220.0,0.139,251.0,0.092,251.0
Rødovre,175,2016,Men,40-49,Danish,Higher education,355798.012,698.0,0.395,731.0,0.09,731.0
Rødovre,175,2016,Men,40-49,Danish,No higher education,271204.376,1206.0,0.429,1288.0,0.12,1288.0
Rødovre,175,2016,Men,40-49,Immigrants and descendants,Higher education,256821.866,91.0,0.267,105.0,0.086,105.0
Rødovre,175,2016,Men,40-49,Immigrants and descendants,No higher education,203469.238,174.0,0.246,195.0,0.087,195.0
Rødovre,175,2016,Men,40-49,Non-western immigrants and descendants,Higher education,234272.831,65.0,0.194,72.0,0.083,72.0
Rødovre,175,2016,Men,40-49,Non-western immigrants and descendants,No higher education,196175.6,157.0,0.246,175.0,0.086,175.0
Rødovre,175,2016,Men,50-59,Danish,Higher education,397834.751,450.0,0.72,479.0,0.119,479.0
Rødovre,175,2016,Men,50-59,Danish,No higher education,301980.082,1553.0,1.002,1685.0,0.239,1685.0
Rødovre,175,2016,Men,50-59,Immigrants and descendants,Higher education,264513.634,85.0,0.305,95.0,0.126,95.0
Rødovre,175,2016,Men,50-59,Immigrants and descendants,No higher education,221775.398,139.0,0.354,164.0,0.177,164.0
Rødovre,175,2016,Men,50-59,Non-western immigrants and descendants,Higher education,252435.727,69.0,0.368,76.0,0.145,76.0
Rødovre,175,2016,Men,50-59,Non-western immigrants and descendants,No higher education,201791.752,108.0,0.305,131.0,0.153,131.0
Rødovre,175,2016,Men,60-65,Danish,Higher education,388095.937,245.0,2.404,797.0,0.389,797.0
Rødovre,175,2016,Men,60-65,Danish,No higher education,295964.685,793.0,2.792,2940.0,0.526,2940.0
Rødovre,175,2016,Men,60-65,Immigrants and descendants,Higher education,,,1.325,77.0,0.286,77.0
Rødovre,175,2016,Men,60-65,Immigrants and descendants,No higher education,,,2.25,152.0,0.382,152.0
Rødovre,175,2016,Men,60-65,Non-western immigrants and descendants,Higher education,,,,,,
Rødovre,175,2016,Men,60-65,Non-western immigrants and descendants,No higher education,,,1.022,91.0,0.319,91.0
Rødovre,175,2016,Women,18-29,Danish,Higher education,,,0.404,260.0,0.196,260.0
Rødovre,175,2016,Women,18-29,Danish,No higher education,,,0.462,1704.0,0.197,1704.0
Rødovre,175,2016,Women,18-29,Immigrants and descendants,Higher education,,,0.622,119.0,0.244,119.0
Rødovre,175,2016,Women,18-29,Immigrants and descendants,No higher education,,,0.525,394.0,0.246,394.0
Rødovre,175,2016,Women,18-29,Non-western immigrants and descendants,Higher education,,,0.681,91.0,0.242,91.0
Rødovre,175,2016,Women,18-29,Non-western immigrants and descendants,No higher education,,,0.515,359.0,0.245,359.0
Rødovre,175,2016,Women,30-39,Danish,Higher education,300917.319,837.0,0.434,850.0,0.186,850.0
Rødovre,175,2016,Women,30-39,Danish,No higher education,230811.008,840.0,0.682,868.0,0.247,868.0
Rødovre,175,2016,Women,30-39,Immigrants and descendants,Higher education,191965.029,294.0,0.738,202.0,0.248,202.0
Rødovre,175,2016,Women,30-39,Immigrants and descendants,No higher education,249961.142,190.0,0.452,305.0,0.21,305.0
Rødovre,175,2016,Women,30-39,Non-western immigrants and descendants,Higher education,247130.838,140.0,0.966,148.0,0.318,148.0
Rødovre,175,2016,Women,30-39,Non-western immigrants and descendants,No higher education,188038.052,273.0,0.465,284.0,0.215,284.0
Rødovre,175,2016,Women,40-49,Danish,Higher education,332787.945,869.0,0.217,888.0,0.08,888.0
Rødovre,175,2016,Women,40-49,Danish,No higher education,264680.671,1062.0,0.594,1110.0,0.15,1110.0
Rødovre,175,2016,Women,40-49,Immigrants and descendants,Higher education,287169.569,91.0,0.351,97.0,0.093,97.0
Rødovre,175,2016,Women,40-49,Immigrants and descendants,No higher education,209793.96,195.0,0.409,203.0,0.182,203.0
Rødovre,175,2016,Women,40-49,Non-western immigrants and descendants,Higher education,301634.87,1514.0,0.406,64.0,0.094,64.0
Rødovre,175,2016,Women,40-49,Non-western immigrants and descendants,No higher education,202121.598,177.0,0.434,182.0,0.192,182.0
Rødovre,175,2016,Women,50-59,Danish,Higher education,223598.392,147.0,0.493,700.0,0.139,700.0
Rødovre,175,2016,Women,50-59,Danish,No higher education,365766.453,679.0,0.797,1563.0,0.207,1563.0
Rødovre,175,2016,Women,50-59,Immigrants and descendants,Higher education,218441.051,128.0,1.956,68.0,0.353,68.0
Rødovre,175,2016,Women,50-59,Immigrants and descendants,No higher education,282018.446,62.0,0.392,148.0,0.176,148.0
Rødovre,175,2016,Women,50-59,Non-western immigrants and descendants,Higher education,268166.217,60.0,2.472,53.0,0.434,53.0
Rødovre,175,2016,Women,50-59,Non-western immigrants and descendants,No higher education,,,0.442,129.0,0.194,129.0
